ts,agent_id,throttle,steer,brake
31937,0,0.8999999761581421,2.5070256015169434e-05,0.0
31938,0,0.8999999761581421,0.0023074683267623186,0.0
31939,0,0.8999999761581421,0.0019730888307094574,0.0
31940,0,0.8999999761581421,0.0018928193021565676,0.0
31941,0,0.8999999761581421,0.0022048146929591894,0.0
31942,0,0.8999999761581421,0.0005100379348732531,0.0
31943,0,0.8999999761581421,-3.086804645135999e-05,0.0
31944,0,0.8999999761581421,0.0031778234988451004,0.0
31945,0,0.8999999761581421,0.0027881364803761244,0.0
31946,0,0.8999999761581421,0.0027489035855978727,0.0
31947,0,0.8999999761581421,0.0030208854004740715,0.0
31948,0,0.8999999761581421,0.0028888359665870667,0.0
31949,0,0.8999999761581421,0.003140263259410858,0.0
31950,0,0.8999999761581421,0.003016895381733775,0.0
31951,0,0.8999999761581421,0.0031493932474404573,0.0
31952,0,0.8999999761581421,0.0031491366680711508,0.0
31953,0,0.8999999761581421,0.003108684439212084,0.0
31954,0,0.8999999761581421,0.0032547900918871164,0.0
31955,0,0.8999999761581421,0.0034817326813936234,0.0
31956,0,0.8999999761581421,0.0034939225297421217,0.0
31957,0,0.8999999761581421,0.0035427494440227747,0.0
31958,0,0.8999999761581421,0.003635684959590435,0.0
31959,0,0.8999999761581421,0.0036514734383672476,0.0
31960,0,0.8999999761581421,0.0035213977098464966,0.0
31961,0,0.8999999761581421,0.003625467885285616,0.0
31962,0,0.8999999761581421,0.0037832490634173155,0.0
31963,0,0.8999999761581421,0.0037110107950866222,0.0
31964,0,0.8999999761581421,0.0037193146999925375,0.0
31965,0,0.8999999761581421,0.0035542852710932493,0.0
31966,0,0.8999999761581421,0.003549927845597267,0.0
31967,0,0.8999999761581421,0.0038454467430710793,0.0
31968,0,0.8999999761581421,0.0036910981871187687,0.0
31969,0,0.8999999761581421,0.003741293912753463,0.0
31970,0,0.8999999761581421,0.004487941041588783,0.0
31971,0,0.8999999761581421,0.0037564700469374657,0.0
31972,0,0.8999999761581421,0.00375783140771091,0.0
31973,0,0.8999999761581421,0.0037391786463558674,0.0
31974,0,0.8999999761581421,0.0036246259696781635,0.0
31975,0,0.8999999761581421,0.0038200414273887873,0.0
31976,0,0.8999999761581421,0.003835405921563506,0.0
31977,0,0.8999999761581421,0.0037873825058341026,0.0
31978,0,0.8999999761581421,0.0035212684888392687,0.0
31979,0,0.8999999761581421,0.003720085369423032,0.0
31980,0,0.8999999761581421,0.00357647193595767,0.0
31981,0,0.8999999761581421,0.003757632803171873,0.0
31982,0,0.8999999761581421,0.003565952181816101,0.0
31983,0,0.8999999761581421,0.003725808346644044,0.0
31984,0,0.8999999761581421,0.003534769406542182,0.0
31985,0,0.8999999761581421,0.003747692098841071,0.0
31986,0,0.8999999761581421,0.003739949781447649,0.0
31987,0,0.8999999761581421,0.0037605271209031343,0.0
31988,0,0.8999999761581421,0.0036646996159106493,0.0
31989,0,0.8999999761581421,0.003715877654030919,0.0
31990,0,0.8999999761581421,0.0036815516650676727,0.0
31991,0,0.8999999761581421,0.0036074668169021606,0.0
31992,0,0.8999999761581421,0.003506247652694583,0.0
31993,0,0.8999999761581421,0.0021796799264848232,0.0
31994,0,0.8999999761581421,0.0035550452303141356,0.0
31995,0,0.8999999761581421,0.0037004740443080664,0.0
31996,0,0.8999999761581421,0.003582220757380128,0.0
31997,0,0.8999999761581421,0.003657478140667081,0.0
31998,0,0.8999999761581421,0.0034250225871801376,0.0
31999,0,0.8999999761581421,0.0035236661788076162,0.0
32000,0,0.8999999761581421,0.0033711751457303762,0.0
32001,0,0.8999999761581421,0.0035996106453239918,0.0
32002,0,0.8999999761581421,0.003390895901247859,0.0
32003,0,0.8999999761581421,0.0035064127296209335,0.0
32004,0,0.8999999761581421,0.003368935314938426,0.0
32005,0,0.8999999761581421,0.0033535303082317114,0.0
32006,0,0.8999999761581421,0.003465561196208,0.0
32007,0,0.8999999761581421,0.0035328769590705633,0.0
32008,0,0.8999999761581421,0.003523728810250759,0.0
32009,0,0.8999999761581421,0.0034357388503849506,0.0
32010,0,0.8999999761581421,0.0033714198507368565,0.0
32011,0,0.8999999761581421,0.003315429203212261,0.0
32012,0,0.8999999761581421,0.003453665180131793,0.0
32013,0,0.8999999761581421,0.003924763295799494,0.0
32014,0,0.8999999761581421,0.0034316834062337875,0.0
32015,0,0.8999999761581421,0.0035371670965105295,0.0
32016,0,0.8999999761581421,0.003602903336286545,0.0
32017,0,0.8999999761581421,0.0034356405958533287,0.0
32018,0,0.8999999761581421,0.003385894000530243,0.0
32019,0,0.8999999761581421,0.003297870047390461,0.0
32020,0,0.8999999761581421,0.003038640134036541,0.0
32021,0,0.8999999761581421,0.0015326517168432474,0.0
32022,0,0.8999999761581421,0.0033163614571094513,0.0
32023,0,0.8999999761581421,0.003230317961424589,0.0
32024,0,0.8999999761581421,0.0031795112881809473,0.0
32025,0,0.8999999761581421,0.0032233071979135275,0.0
32026,0,0.8999999761581421,0.0033855526708066463,0.0
32027,0,0.8999999761581421,0.003113382263109088,0.0
32028,0,0.8999999761581421,0.003053088905289769,0.0
32029,0,0.8999999761581421,0.003128649201244116,0.0
32030,0,0.8999999761581421,0.002927867230027914,0.0
32031,0,0.8999999761581421,0.0030078445561230183,0.0
32032,0,0.8999999761581421,0.0029972221236675978,0.0
32033,0,0.8999999761581421,0.003160783788189292,0.0
32034,0,0.8999999761581421,0.0030712613370269537,0.0
32035,0,0.8999999761581421,0.0031642159447073936,0.0
32036,0,0.8999999761581421,0.003278314368799329,0.0
32037,0,0.8999999761581421,0.0033973802346736193,0.0
32038,0,0.8999999761581421,0.0034232153557240963,0.0
32039,0,0.8999999761581421,0.003188678063452244,0.0
32040,0,0.8999999761581421,0.003408457851037383,0.0
32041,0,0.8999999761581421,0.0033013606444001198,0.0
32042,0,0.8999999761581421,0.0033757740166038275,0.0
32043,0,0.8999999761581421,0.0030604726634919643,0.0
32044,0,0.8999999761581421,0.002963502425700426,0.0
32045,0,0.8999999761581421,0.002803617622703314,0.0
32046,0,0.8999999761581421,0.0026984242722392082,0.0
32047,0,0.8999999761581421,0.0028221288230270147,0.0
32048,0,0.8999999761581421,0.0027331230230629444,0.0
32049,0,0.8999999761581421,0.002554607344791293,0.0
32050,0,0.8999999761581421,0.0026867601554840803,0.0
32051,0,0.8999999761581421,0.0023183398880064487,0.0
32052,0,0.8999999761581421,0.0025132037699222565,0.0
32053,0,0.8999999761581421,0.0026672841049730778,0.0
32054,0,0.8999999761581421,0.001899293507449329,0.0
32055,0,0.8999999761581421,0.0016714568482711911,0.0
32056,0,0.8999999761581421,0.001781825558282435,0.0
32057,0,0.8999999761581421,0.0007638228707946837,0.0
32058,0,0.8999999761581421,0.0003619545022957027,0.0
32059,0,0.8999999761581421,0.0006156291346997023,0.0
32060,0,0.8999999761581421,-0.0006952705443836749,0.0
32061,0,0.8999999761581421,0.00025495674344711006,0.0
32062,0,0.8999999761581421,-0.0005981780122965574,0.0
32063,0,0.8999999761581421,-0.0008512251079082489,0.0
32064,0,0.8999999761581421,-0.0002997684641741216,0.0
32065,0,0.8999999761581421,0.00029413640731945634,0.0
32066,0,0.8999999761581421,-0.0003338639216963202,0.0
32067,0,0.8999999761581421,-0.0005712471320293844,0.0
32068,0,0.8999999761581421,-0.0007724972674623132,0.0
32069,0,0.8999999761581421,-0.00011458638618933037,0.0
32070,0,0.8999999761581421,4.015724334749393e-05,0.0
32071,0,0.8999999761581421,0.0001074844112736173,0.0
32072,0,0.8999999761581421,0.0008824362303130329,0.0
32073,0,0.8999999761581421,0.0008355953614227474,0.0
32074,0,0.8999999761581421,0.0011682099429890513,0.0
32075,0,0.8999999761581421,0.0005768834962509573,0.0
32076,0,0.8999999761581421,-0.00040832863305695355,0.0
32077,0,0.8999999761581421,0.000791305850725621,0.0
32078,0,0.8999999761581421,-0.0001720524742268026,0.0
32079,0,0.8999999761581421,0.0014336268650367856,0.0
32080,0,0.8999999761581421,0.0019798583816736937,0.0
32081,0,0.8999999761581421,0.0015535122947767377,0.0
32082,0,0.8999999761581421,0.001139037893153727,0.0
32083,0,0.8999999761581421,0.0008565114112570882,0.0
32084,0,0.8999999761581421,0.000972651643678546,0.0
32085,0,0.8999999761581421,0.0019717845134437084,0.0
32086,0,0.8999999761581421,0.002114401664584875,0.0
32087,0,0.8999999761581421,0.0017632489325478673,0.0
32088,0,0.8999999761581421,0.0019932000432163477,0.0
32089,0,0.8999999761581421,0.0017978352261707187,0.0
32090,0,0.8999999761581421,0.0010035454761236906,0.0
32091,0,0.8999999761581421,0.0007683251169510186,0.0
32092,0,0.8999999761581421,0.0010390168754383922,0.0
32093,0,0.8999999761581421,0.0009384324075654149,0.0
32094,0,0.8999999761581421,0.00034200891968794167,0.0
32095,0,0.8999999761581421,0.00029958775849081576,0.0
32096,0,0.8999999761581421,9.136089647654444e-05,0.0
32097,0,0.8999999761581421,-0.0017824829556047916,0.0
32098,0,0.8999999761581421,-0.0012935339473187923,0.0
32099,0,0.8999999761581421,-0.00449370825663209,0.0
32100,0,0.8999999761581421,-0.0033448445610702038,0.0
32101,0,0.8999999761581421,-0.002136042108759284,0.0
32102,0,0.8999999761581421,-0.0027597551234066486,0.0
32103,0,0.8999999761581421,-0.001966005889698863,0.0
32104,0,0.8999999761581421,-0.0026929883752018213,0.0
32105,0,0.8999999761581421,-0.0036454142536967993,0.0
32106,0,0.8999999761581421,-0.0034746339078992605,0.0
32107,0,0.8999999761581421,-0.0034761750139296055,0.0
32108,0,0.8999999761581421,-0.0031811848748475313,0.0
32109,0,0.8999999761581421,-0.0031012999825179577,0.0
32110,0,0.8999999761581421,-0.002753919456154108,0.0
32111,0,0.8999999761581421,-0.0019203816773369908,0.0
32112,0,0.8999999761581421,-0.002216444816440344,0.0
32113,0,0.8999999761581421,-0.001958322012796998,0.0
32114,0,0.8999999761581421,-0.0009472405072301626,0.0
32115,0,0.8999999761581421,-0.0006014977698214352,0.0
32116,0,0.8999999761581421,0.0014940255787223577,0.0
32117,0,0.8124939799308777,0.002995331073179841,0.0
32118,0,0.7681542038917542,0.002575438003987074,0.0
32119,0,0.7038455009460449,0.002403661608695984,0.0
32120,0,0.6256078481674194,0.0022272849455475807,0.0
32121,0,0.5835615396499634,0.002456292510032654,0.0
32122,0,0.5164154171943665,0.0019380406010895967,0.0
32123,0,0.4027861952781677,0.002608446404337883,0.0
32124,0,0.41365182399749756,0.002598766004666686,0.0
32125,0,0.32624924182891846,0.0013883340870961547,0.0
32126,0,0.3217172622680664,0.0006241668597795069,0.0
32127,0,0.31314709782600403,0.0005648722872138023,0.0
32128,0,0.30373913049697876,0.00030347242136485875,0.0
32129,0,0.2940640151500702,-0.00043692009057849646,0.0
32130,0,0.2840976119041443,-0.0008309679105877876,0.0
32131,0,0.27400076389312744,-0.0015093906549736857,0.0
32132,0,0.2641649544239044,-0.0034577150363475084,0.0
32133,0,0.25424429774284363,-0.0036057508550584316,0.0
32134,0,0.24396942555904388,-0.0037856281269341707,0.0
32135,0,0.24386249482631683,-0.0037757214158773422,0.0
32136,0,0.3226671814918518,-0.00517440028488636,0.0
32137,0,0.360514372587204,-0.004105868749320507,0.0
32138,0,0.4105456471443176,-0.0045444536954164505,0.0
32139,0,0.47142764925956726,-0.004847080912441015,0.0
32140,0,0.4523458480834961,-0.003283502534031868,0.0
32141,0,0.45381850004196167,-0.004183855373412371,0.0
32142,0,0.45103076100349426,-0.0034818241838365793,0.0
32143,0,0.4326450526714325,-0.0024392653722316027,0.0
32144,0,0.44784706830978394,-0.002410427900031209,0.0
32145,0,0.45690709352493286,-0.0031125256791710854,0.0
32146,0,0.46130409836769104,-0.0019718813709914684,0.0
32147,0,0.3751976191997528,-0.002557717962190509,0.0
32148,0,0.4122719168663025,0.0004086587578058243,0.0
32149,0,0.38489076495170593,0.0016356866108253598,0.0
32150,0,0.4410988688468933,0.0018714675679802895,0.0
32151,0,0.424933522939682,0.0015230041462928057,0.0
32152,0,0.49237149953842163,0.0015830344054847956,0.0
32153,0,0.5084275603294373,0.0016508781118318439,0.0
32154,0,0.5035353302955627,0.0016648074379190803,0.0
32155,0,0.5226520299911499,0.0019378755241632462,0.0
32156,0,0.5437189936637878,0.0022294719237834215,0.0
32157,0,0.5332556366920471,0.0023662152234464884,0.0
32158,0,0.5159206390380859,0.0019319076091051102,0.0
32159,0,0.49820438027381897,0.0023494272027164698,0.0
32160,0,0.5068122744560242,0.002741672098636627,0.0
32161,0,0.5122721791267395,0.001814648974686861,0.0
32162,0,0.49832695722579956,0.0009902806486934423,0.0
32163,0,0.5231713652610779,0.00021273050515446812,0.0
32164,0,0.540187418460846,0.0005288373795337975,0.0
