,weather,scenario,status
773,cloudy,ghost_cutin,Completed
774,rain,ghost_cutin,Failed -- Accident
775,snow,ghost_cutin,Completed
776,clear,ghost_cutin,Completed
777,cloudy,ghost_cutin,Completed
778,rain,ghost_cutin,Completed
779,snow,ghost_cutin,Completed
780,clear,ghost_cutin,Completed
781,cloudy,ghost_cutin,Completed
782,rain,ghost_cutin,Completed
783,snow,ghost_cutin,Completed
784,clear,ghost_cutin,Completed
785,cloudy,ghost_cutin,Completed
786,rain,ghost_cutin,Completed
787,snow,ghost_cutin,Completed
788,clear,ghost_cutin,Completed
789,cloudy,ghost_cutin,Completed
790,rain,ghost_cutin,Completed
791,snow,ghost_cutin,Completed
792,clear,ghost_cutin,Completed
793,cloudy,ghost_cutin,Completed
794,rain,ghost_cutin,Completed
795,snow,ghost_cutin,Completed
796,clear,ghost_cutin,Completed
797,cloudy,ghost_cutin,Completed
798,rain,ghost_cutin,Failed -- Accident
799,snow,ghost_cutin,Completed
800,clear,ghost_cutin,Completed
801,cloudy,ghost_cutin,Completed
802,rain,ghost_cutin,Completed
803,snow,ghost_cutin,Failed -- Accident
804,clear,ghost_cutin,Completed
805,cloudy,ghost_cutin,Completed
806,rain,ghost_cutin,Completed
807,snow,ghost_cutin,Completed
808,clear,ghost_cutin,Completed
809,cloudy,ghost_cutin,Completed
810,rain,ghost_cutin,Completed
811,snow,ghost_cutin,Completed
812,clear,ghost_cutin,Completed
813,cloudy,ghost_cutin,Completed
814,rain,ghost_cutin,Completed
815,snow,ghost_cutin,Completed
816,clear,ghost_cutin,Completed
817,cloudy,ghost_cutin,Completed
818,rain,ghost_cutin,Completed
819,snow,ghost_cutin,Completed
820,clear,ghost_cutin,Completed
821,cloudy,ghost_cutin,Completed
822,rain,ghost_cutin,Completed
823,snow,ghost_cutin,Failed -- Accident
824,clear,ghost_cutin,Completed
825,cloudy,ghost_cutin,Completed
826,rain,ghost_cutin,Completed
827,snow,ghost_cutin,Completed
828,clear,ghost_cutin,Completed
829,cloudy,ghost_cutin,Completed
830,rain,ghost_cutin,Completed
831,snow,ghost_cutin,Completed
832,clear,ghost_cutin,Completed
833,cloudy,ghost_cutin,Completed
834,rain,ghost_cutin,Completed
835,snow,ghost_cutin,Completed
836,clear,ghost_cutin,Completed
837,cloudy,ghost_cutin,Completed
838,rain,ghost_cutin,Failed -- Accident
839,snow,ghost_cutin,Completed
840,clear,ghost_cutin,Completed
841,cloudy,ghost_cutin,Completed
842,rain,ghost_cutin,Completed
843,snow,ghost_cutin,Failed -- Accident
844,clear,ghost_cutin,Completed
845,cloudy,ghost_cutin,Completed
846,rain,ghost_cutin,Completed
847,snow,ghost_cutin,Completed
848,clear,ghost_cutin,Completed
849,cloudy,ghost_cutin,Completed
850,rain,ghost_cutin,Completed
851,snow,ghost_cutin,Completed
852,clear,ghost_cutin,Completed
853,cloudy,ghost_cutin,Completed
854,rain,ghost_cutin,Completed
855,snow,ghost_cutin,Completed
856,clear,ghost_cutin,Completed
857,cloudy,ghost_cutin,Completed
858,rain,ghost_cutin,Completed
859,snow,ghost_cutin,Failed -- Accident
860,clear,ghost_cutin,Completed
861,cloudy,ghost_cutin,Completed
862,rain,ghost_cutin,Failed -- Accident
863,snow,ghost_cutin,Completed
864,clear,ghost_cutin,Completed
865,cloudy,ghost_cutin,Completed
866,rain,ghost_cutin,Completed
867,snow,ghost_cutin,Completed
868,clear,ghost_cutin,Completed
869,cloudy,ghost_cutin,Completed
870,rain,ghost_cutin,Completed
871,snow,ghost_cutin,Completed
872,clear,ghost_cutin,Completed
873,cloudy,ghost_cutin,Failed -- Accident
874,rain,ghost_cutin,Completed
875,snow,ghost_cutin,Completed
876,clear,ghost_cutin,Completed
877,cloudy,ghost_cutin,Completed
878,rain,ghost_cutin,Completed
879,snow,ghost_cutin,Completed
880,clear,ghost_cutin,Completed
881,cloudy,ghost_cutin,Completed
882,rain,ghost_cutin,Completed
883,snow,ghost_cutin,Completed
884,clear,ghost_cutin,Completed
885,cloudy,ghost_cutin,Completed
886,rain,ghost_cutin,Completed
887,snow,ghost_cutin,Completed
888,clear,ghost_cutin,Completed
889,cloudy,ghost_cutin,Completed
890,rain,ghost_cutin,Completed
891,snow,ghost_cutin,Completed
892,clear,ghost_cutin,Completed
893,cloudy,ghost_cutin,Completed
894,rain,ghost_cutin,Completed
895,snow,ghost_cutin,Failed -- Accident
896,clear,ghost_cutin,Completed
897,cloudy,ghost_cutin,Completed
898,rain,ghost_cutin,Completed
899,snow,ghost_cutin,Completed
900,clear,ghost_cutin,Completed
901,cloudy,ghost_cutin,Completed
902,rain,ghost_cutin,Completed
903,snow,ghost_cutin,Completed
904,clear,ghost_cutin,Completed
905,cloudy,ghost_cutin,Completed
906,rain,ghost_cutin,Completed
907,snow,ghost_cutin,Completed
908,clear,ghost_cutin,Completed
909,cloudy,ghost_cutin,Completed
910,rain,ghost_cutin,Failed -- Accident
911,snow,ghost_cutin,Completed
912,clear,ghost_cutin,Completed
913,cloudy,ghost_cutin,Completed
914,rain,ghost_cutin,Failed -- Accident
915,snow,ghost_cutin,Failed -- Accident
916,clear,ghost_cutin,Completed
917,cloudy,ghost_cutin,Completed
918,rain,ghost_cutin,Completed
919,snow,ghost_cutin,Completed
920,clear,ghost_cutin,Completed
921,cloudy,ghost_cutin,Completed
922,rain,ghost_cutin,Completed
923,snow,ghost_cutin,Completed
924,clear,ghost_cutin,Completed
925,cloudy,ghost_cutin,Completed
926,rain,ghost_cutin,Completed
927,snow,ghost_cutin,Failed -- Accident
928,clear,ghost_cutin,Completed
929,cloudy,ghost_cutin,Completed
930,rain,ghost_cutin,Completed
931,snow,ghost_cutin,Failed -- Accident
932,clear,ghost_cutin,Completed
933,cloudy,ghost_cutin,Completed
934,rain,ghost_cutin,Completed
935,snow,ghost_cutin,Completed
936,clear,ghost_cutin,Completed
937,cloudy,ghost_cutin,Completed
938,rain,ghost_cutin,Completed
939,snow,ghost_cutin,Completed
940,clear,ghost_cutin,Completed
941,cloudy,ghost_cutin,Completed
942,rain,ghost_cutin,Completed
943,snow,ghost_cutin,Completed
944,clear,ghost_cutin,Completed
945,cloudy,ghost_cutin,Completed
946,rain,ghost_cutin,Completed
947,snow,ghost_cutin,Completed
948,clear,ghost_cutin,Completed
949,cloudy,ghost_cutin,Completed
950,rain,ghost_cutin,Completed
951,snow,ghost_cutin,Failed -- Accident
952,clear,ghost_cutin,Completed
953,cloudy,ghost_cutin,Completed
954,rain,ghost_cutin,Completed
955,snow,ghost_cutin,Completed
956,clear,ghost_cutin,Completed
957,cloudy,ghost_cutin,Completed
958,rain,ghost_cutin,Completed
959,snow,ghost_cutin,Completed
960,clear,ghost_cutin,Completed
961,cloudy,ghost_cutin,Completed
962,rain,ghost_cutin,Failed -- Accident
963,snow,ghost_cutin,Completed
964,clear,ghost_cutin,Completed
965,cloudy,ghost_cutin,Completed
966,rain,ghost_cutin,Completed
967,snow,ghost_cutin,Completed
968,clear,ghost_cutin,Completed
969,cloudy,ghost_cutin,Completed
970,rain,ghost_cutin,Completed
971,snow,ghost_cutin,Failed -- Accident
972,clear,ghost_cutin,Completed
973,cloudy,ghost_cutin,Completed
974,rain,ghost_cutin,Completed
975,snow,ghost_cutin,Completed
976,clear,ghost_cutin,Completed
977,cloudy,ghost_cutin,Completed
978,rain,ghost_cutin,Completed
979,snow,ghost_cutin,Completed
980,clear,ghost_cutin,Completed
981,cloudy,ghost_cutin,Completed
982,rain,ghost_cutin,Completed
983,snow,ghost_cutin,Completed
984,clear,ghost_cutin,Completed
985,cloudy,ghost_cutin,Completed
986,rain,ghost_cutin,Completed
987,snow,ghost_cutin,Completed
988,clear,ghost_cutin,Completed
989,cloudy,ghost_cutin,Completed
990,rain,ghost_cutin,Completed
991,snow,ghost_cutin,Completed
992,clear,ghost_cutin,Completed
993,cloudy,ghost_cutin,Completed
994,rain,ghost_cutin,Completed
995,snow,ghost_cutin,Completed
996,clear,ghost_cutin,Completed
997,cloudy,ghost_cutin,Completed
998,rain,ghost_cutin,Completed
999,snow,ghost_cutin,Completed
1000,clear,ghost_cutin,Completed
1001,cloudy,ghost_cutin,Completed
1002,rain,ghost_cutin,Completed
1003,snow,ghost_cutin,Completed
1004,clear,ghost_cutin,Completed
1005,cloudy,ghost_cutin,Completed
1006,rain,ghost_cutin,Completed
1007,snow,ghost_cutin,Completed
1008,clear,ghost_cutin,Failed -- Simulator crashed
1009,cloudy,ghost_cutin,Completed
1010,rain,ghost_cutin,Completed
1011,snow,ghost_cutin,Completed
1012,clear,ghost_cutin,Completed
1013,cloudy,ghost_cutin,Completed
1014,rain,ghost_cutin,Failed -- Accident
1015,snow,ghost_cutin,Failed -- Accident
1016,clear,ghost_cutin,Completed
1017,cloudy,ghost_cutin,Completed
1018,rain,ghost_cutin,Completed
1019,snow,ghost_cutin,Completed
1020,clear,ghost_cutin,Completed
1021,cloudy,ghost_cutin,Completed
1022,rain,ghost_cutin,Completed
1023,snow,ghost_cutin,Completed
1024,clear,ghost_cutin,Completed
1025,cloudy,ghost_cutin,Completed
1026,rain,ghost_cutin,Completed
1027,snow,ghost_cutin,Completed
1028,clear,ghost_cutin,Completed
1029,cloudy,ghost_cutin,Completed
1030,rain,ghost_cutin,Completed
1031,snow,ghost_cutin,Failed -- Accident
1032,clear,ghost_cutin,Completed
1033,cloudy,ghost_cutin,Completed
1034,rain,ghost_cutin,Completed
1035,snow,ghost_cutin,Completed
1036,clear,ghost_cutin,Completed
1037,cloudy,ghost_cutin,Completed
1038,rain,ghost_cutin,Failed -- Accident
1039,snow,ghost_cutin,Failed -- Accident
1040,clear,ghost_cutin,Completed
1041,cloudy,ghost_cutin,Completed
1042,rain,ghost_cutin,Completed
1043,snow,ghost_cutin,Completed
1044,clear,ghost_cutin,Completed
1045,cloudy,ghost_cutin,Completed
1046,rain,ghost_cutin,Failed -- Accident
1047,snow,ghost_cutin,Completed
1048,clear,ghost_cutin,Completed
1049,cloudy,ghost_cutin,Completed
1050,rain,ghost_cutin,Completed
1051,snow,ghost_cutin,Completed
1052,clear,ghost_cutin,Completed
1053,cloudy,ghost_cutin,Completed
1054,rain,ghost_cutin,Completed
1055,snow,ghost_cutin,Failed -- Accident
1056,clear,ghost_cutin,Completed
1057,cloudy,ghost_cutin,Completed
1058,rain,ghost_cutin,Completed
1059,snow,ghost_cutin,Completed
1060,clear,ghost_cutin,Completed
1061,cloudy,ghost_cutin,Completed
1062,rain,ghost_cutin,Completed
1063,snow,ghost_cutin,Completed
1064,clear,ghost_cutin,Completed
1065,cloudy,ghost_cutin,Completed
1066,rain,ghost_cutin,Completed
1067,snow,ghost_cutin,Failed -- Accident
1068,clear,ghost_cutin,Completed
1069,cloudy,ghost_cutin,Completed
1070,rain,ghost_cutin,Completed
1071,snow,ghost_cutin,Completed
1072,clear,ghost_cutin,Completed
1073,cloudy,ghost_cutin,Completed
1074,rain,ghost_cutin,Completed
1075,snow,ghost_cutin,Completed
1076,clear,ghost_cutin,Completed
1077,cloudy,ghost_cutin,Completed
1078,rain,ghost_cutin,Completed
1079,snow,ghost_cutin,Completed
1080,clear,ghost_cutin,Completed
1081,cloudy,ghost_cutin,Completed
1082,rain,ghost_cutin,Completed
1083,snow,ghost_cutin,Completed
1084,clear,ghost_cutin,Completed
1085,cloudy,ghost_cutin,Completed
1086,rain,ghost_cutin,Completed
1087,snow,ghost_cutin,Completed
1088,clear,ghost_cutin,Completed
1089,cloudy,ghost_cutin,Completed
1090,rain,ghost_cutin,Completed
1091,snow,ghost_cutin,Failed -- Accident
1092,clear,ghost_cutin,Completed
1093,cloudy,ghost_cutin,Completed
1094,rain,ghost_cutin,Completed
1095,snow,ghost_cutin,Completed
1096,clear,ghost_cutin,Completed
1097,cloudy,ghost_cutin,Failed -- Accident
1098,rain,ghost_cutin,Completed
1099,snow,ghost_cutin,Completed
1100,clear,ghost_cutin,Completed
1101,cloudy,ghost_cutin,Completed
1102,rain,ghost_cutin,Completed
1103,snow,ghost_cutin,Completed
1104,clear,ghost_cutin,Completed
1105,cloudy,ghost_cutin,Completed
1106,rain,ghost_cutin,Completed
1107,snow,ghost_cutin,Completed
1108,clear,ghost_cutin,Completed
1109,cloudy,ghost_cutin,Completed
1110,rain,ghost_cutin,Completed
1111,snow,ghost_cutin,Completed
1112,clear,ghost_cutin,Completed
1113,cloudy,ghost_cutin,Completed
1114,rain,ghost_cutin,Completed
1115,snow,ghost_cutin,Completed
1116,clear,ghost_cutin,Completed
1117,cloudy,ghost_cutin,Completed
1118,rain,ghost_cutin,Completed
1119,snow,ghost_cutin,Completed
1120,clear,ghost_cutin,Completed
1121,cloudy,ghost_cutin,Completed
1122,rain,ghost_cutin,Completed
1123,snow,ghost_cutin,Completed
1124,clear,ghost_cutin,Completed
1125,cloudy,ghost_cutin,Completed
1126,rain,ghost_cutin,Completed
1127,snow,ghost_cutin,Completed
1128,clear,ghost_cutin,Completed
1129,cloudy,ghost_cutin,Completed
1130,rain,ghost_cutin,Failed -- Accident
1131,snow,ghost_cutin,Completed
1132,clear,ghost_cutin,Completed
1133,cloudy,ghost_cutin,Completed
1134,rain,ghost_cutin,Failed -- Accident
1135,snow,ghost_cutin,Failed -- Accident
1136,clear,ghost_cutin,Completed
1137,cloudy,ghost_cutin,Completed
1138,rain,ghost_cutin,Failed -- Accident
1139,snow,ghost_cutin,Completed
1140,clear,ghost_cutin,Completed
1141,cloudy,ghost_cutin,Completed
1142,rain,ghost_cutin,Failed -- Accident
1143,snow,ghost_cutin,Completed
1144,clear,ghost_cutin,Completed
1145,cloudy,ghost_cutin,Completed
1146,rain,ghost_cutin,Completed
1147,snow,ghost_cutin,Completed
1148,clear,ghost_cutin,Completed
1149,cloudy,ghost_cutin,Completed
1150,rain,ghost_cutin,Completed
1151,snow,ghost_cutin,Completed
1152,clear,ghost_cutin,Completed
1153,cloudy,ghost_cutin,Completed
1154,rain,ghost_cutin,Completed
1155,snow,ghost_cutin,Failed -- Accident
1156,clear,ghost_cutin,Completed
1157,cloudy,ghost_cutin,Completed
1158,rain,ghost_cutin,Completed
1159,snow,ghost_cutin,Completed
1160,clear,ghost_cutin,Failed -- Accident
1161,cloudy,ghost_cutin,Completed
1162,rain,ghost_cutin,Completed
1163,snow,ghost_cutin,Completed
1164,clear,ghost_cutin,Completed
1165,cloudy,ghost_cutin,Completed
1166,rain,ghost_cutin,Failed -- Accident
1167,snow,ghost_cutin,Completed
1168,clear,ghost_cutin,Completed
1169,cloudy,ghost_cutin,Completed
1170,rain,ghost_cutin,Completed
1171,snow,ghost_cutin,Failed -- Accident
1172,clear,ghost_cutin,Completed
1173,cloudy,ghost_cutin,Completed
1174,rain,ghost_cutin,Completed
1175,snow,ghost_cutin,Completed
1176,clear,ghost_cutin,Completed
1177,cloudy,ghost_cutin,Completed
1178,rain,ghost_cutin,Completed
1179,snow,ghost_cutin,Completed
1180,clear,ghost_cutin,Failed -- Simulator crashed
1181,cloudy,ghost_cutin,Completed
1182,rain,ghost_cutin,Completed
1183,snow,ghost_cutin,Failed -- Accident
1184,clear,ghost_cutin,Completed
1185,cloudy,ghost_cutin,Completed
1186,rain,ghost_cutin,Completed
1187,snow,ghost_cutin,Completed
1188,clear,ghost_cutin,Completed
1189,cloudy,ghost_cutin,Completed
1190,rain,ghost_cutin,Completed
1191,snow,ghost_cutin,Completed
1192,clear,ghost_cutin,Completed
1193,cloudy,ghost_cutin,Completed
1194,rain,ghost_cutin,Completed
1195,snow,ghost_cutin,Completed
1196,clear,ghost_cutin,Completed
1197,cloudy,ghost_cutin,Completed
1198,rain,ghost_cutin,Completed
1199,snow,ghost_cutin,Completed
1200,clear,ghost_cutin,Completed
1201,cloudy,ghost_cutin,Completed
1202,rain,ghost_cutin,Completed
1203,snow,ghost_cutin,Completed
1204,clear,ghost_cutin,Completed
1205,cloudy,ghost_cutin,Completed
1206,rain,ghost_cutin,Completed
1207,snow,ghost_cutin,Failed -- Accident
1208,clear,ghost_cutin,Completed
1209,cloudy,ghost_cutin,Completed
1210,rain,ghost_cutin,Completed
1211,snow,ghost_cutin,Completed
1212,clear,ghost_cutin,Failed -- Simulator crashed
1213,cloudy,ghost_cutin,Completed
1214,rain,ghost_cutin,Completed
1215,snow,ghost_cutin,Failed -- Accident
1216,clear,ghost_cutin,Completed
1217,cloudy,ghost_cutin,Completed
1218,rain,ghost_cutin,Completed
1219,snow,ghost_cutin,Completed
1220,clear,ghost_cutin,Completed
1221,cloudy,ghost_cutin,Completed
1222,rain,ghost_cutin,Failed -- Accident
1223,snow,ghost_cutin,Completed
1224,clear,ghost_cutin,Completed
1225,cloudy,ghost_cutin,Completed
1226,rain,ghost_cutin,Completed
1227,snow,ghost_cutin,Completed
1228,clear,ghost_cutin,Completed
1229,cloudy,ghost_cutin,Completed
1230,rain,ghost_cutin,Completed
1231,snow,ghost_cutin,Completed
1232,clear,ghost_cutin,Completed
1233,cloudy,ghost_cutin,Completed
1234,rain,ghost_cutin,Completed
1235,snow,ghost_cutin,Completed
1236,clear,ghost_cutin,Failed -- Simulator crashed
1237,cloudy,ghost_cutin,Completed
1238,rain,ghost_cutin,Completed
1239,snow,ghost_cutin,Completed
1240,clear,ghost_cutin,Completed
1241,cloudy,ghost_cutin,Completed
1242,rain,ghost_cutin,Completed
1243,snow,ghost_cutin,Completed
1244,clear,ghost_cutin,Completed
1245,cloudy,ghost_cutin,Completed
1246,rain,ghost_cutin,Completed
1247,snow,ghost_cutin,Completed
1248,clear,ghost_cutin,Completed
1249,cloudy,ghost_cutin,Completed
1250,rain,ghost_cutin,Completed
1251,snow,ghost_cutin,Completed
1252,clear,ghost_cutin,Completed
1253,cloudy,ghost_cutin,Completed
1254,rain,ghost_cutin,Completed
1255,snow,ghost_cutin,Failed -- Accident
1256,clear,ghost_cutin,Completed
1257,cloudy,ghost_cutin,Completed
1258,rain,ghost_cutin,Completed
1259,snow,ghost_cutin,Completed
1260,clear,ghost_cutin,Completed
1261,cloudy,ghost_cutin,Completed
1262,rain,ghost_cutin,Completed
1263,snow,ghost_cutin,Completed
1264,clear,ghost_cutin,Completed
1265,cloudy,ghost_cutin,Completed
1266,rain,ghost_cutin,Failed -- Accident
1267,snow,ghost_cutin,Completed
1268,clear,ghost_cutin,Completed
1269,cloudy,ghost_cutin,Completed
1270,rain,ghost_cutin,Completed
1271,snow,ghost_cutin,Completed
1272,clear,ghost_cutin,Completed
1273,cloudy,ghost_cutin,Completed
1274,rain,ghost_cutin,Completed
1275,snow,ghost_cutin,Completed
1276,clear,ghost_cutin,Completed
1277,cloudy,ghost_cutin,Completed
1278,rain,ghost_cutin,Completed
1279,snow,ghost_cutin,Completed
1280,clear,ghost_cutin,Completed
1281,cloudy,ghost_cutin,Completed
1282,rain,ghost_cutin,Completed
1283,snow,ghost_cutin,Completed
1284,clear,ghost_cutin,Completed
1285,cloudy,ghost_cutin,Completed
1286,rain,ghost_cutin,Completed
1287,snow,ghost_cutin,Failed -- Accident
1288,clear,ghost_cutin,Completed
1289,cloudy,ghost_cutin,Completed
1290,rain,ghost_cutin,Failed -- Accident
1291,snow,ghost_cutin,Completed
1292,clear,ghost_cutin,Completed
1293,cloudy,ghost_cutin,Completed
1294,rain,ghost_cutin,Completed
1295,snow,ghost_cutin,Completed
1296,clear,ghost_cutin,Completed
1297,cloudy,ghost_cutin,Completed
1298,rain,ghost_cutin,Completed
1299,snow,ghost_cutin,Completed
1300,clear,ghost_cutin,Completed
1301,cloudy,ghost_cutin,Completed
1302,rain,ghost_cutin,Completed
1303,snow,ghost_cutin,Completed
1304,clear,ghost_cutin,Completed
1305,cloudy,ghost_cutin,Completed
1306,rain,ghost_cutin,Completed
1307,snow,ghost_cutin,Completed
1308,clear,ghost_cutin,Completed
1309,cloudy,ghost_cutin,Completed
1310,rain,ghost_cutin,Completed
1311,snow,ghost_cutin,Completed
1312,clear,ghost_cutin,Completed
1313,cloudy,ghost_cutin,Completed
1314,rain,ghost_cutin,Failed -- Accident
1315,snow,ghost_cutin,Failed -- Accident
1316,clear,ghost_cutin,Completed
1317,cloudy,ghost_cutin,Completed
1318,rain,ghost_cutin,Completed
1319,snow,ghost_cutin,Failed -- Accident
1320,clear,ghost_cutin,Completed
1321,cloudy,ghost_cutin,Completed
1322,rain,ghost_cutin,Completed
1323,snow,ghost_cutin,Completed
1324,clear,ghost_cutin,Completed
1325,cloudy,ghost_cutin,Failed -- Accident
1326,rain,ghost_cutin,Completed
1327,snow,ghost_cutin,Completed
1328,clear,ghost_cutin,Completed
1329,cloudy,ghost_cutin,Completed
1330,rain,ghost_cutin,Failed -- Simulator crashed
1331,snow,ghost_cutin,Completed
1332,clear,ghost_cutin,Completed
1333,cloudy,ghost_cutin,Completed
1334,rain,ghost_cutin,Completed
1335,snow,ghost_cutin,Completed
1336,clear,ghost_cutin,Completed
1337,cloudy,ghost_cutin,Completed
1338,rain,ghost_cutin,Failed -- Accident
1339,snow,ghost_cutin,Completed
1340,clear,ghost_cutin,Completed
1341,cloudy,ghost_cutin,Completed
1342,rain,ghost_cutin,Completed
1343,snow,ghost_cutin,Completed
1344,clear,ghost_cutin,Completed
1345,cloudy,ghost_cutin,Completed
1346,rain,ghost_cutin,Completed
1347,snow,ghost_cutin,Completed
1348,clear,ghost_cutin,Completed
1349,cloudy,ghost_cutin,Completed
1350,rain,ghost_cutin,Completed
1351,snow,ghost_cutin,Completed
1352,clear,ghost_cutin,Completed
1353,cloudy,ghost_cutin,Completed
1354,rain,ghost_cutin,Completed
1355,snow,ghost_cutin,Completed
1356,clear,ghost_cutin,Completed
1357,cloudy,ghost_cutin,Failed -- Accident
1358,rain,ghost_cutin,Completed
1359,snow,ghost_cutin,Failed -- Simulator crashed
1360,clear,ghost_cutin,Completed
1361,cloudy,ghost_cutin,Completed
1362,rain,ghost_cutin,Completed
1363,snow,ghost_cutin,Completed
1364,clear,ghost_cutin,Completed
1365,cloudy,ghost_cutin,Failed -- Simulator crashed
1366,rain,ghost_cutin,Failed -- Accident
1367,snow,ghost_cutin,Completed
1368,clear,ghost_cutin,Completed
1369,cloudy,ghost_cutin,Completed
1370,rain,ghost_cutin,Completed
1371,snow,ghost_cutin,Failed -- Accident
1372,clear,ghost_cutin,Completed
1373,cloudy,ghost_cutin,Completed
1374,rain,ghost_cutin,Completed
1375,snow,ghost_cutin,Completed
1376,clear,ghost_cutin,Completed
1377,cloudy,ghost_cutin,Completed
1378,rain,ghost_cutin,Completed
1379,snow,ghost_cutin,Completed
1380,clear,ghost_cutin,Completed
1381,cloudy,ghost_cutin,Completed
1382,rain,ghost_cutin,Completed
1383,snow,ghost_cutin,Failed -- Accident
1384,clear,ghost_cutin,Completed
1385,cloudy,ghost_cutin,Completed
1386,rain,ghost_cutin,Completed
1387,snow,ghost_cutin,Completed
1388,clear,ghost_cutin,Completed
1389,cloudy,ghost_cutin,Completed
1390,rain,ghost_cutin,Completed
1391,snow,ghost_cutin,Failed -- Accident
1392,clear,ghost_cutin,Completed
1393,cloudy,ghost_cutin,Completed
1394,rain,ghost_cutin,Completed
1395,snow,ghost_cutin,Completed
1396,clear,ghost_cutin,Completed
1397,cloudy,ghost_cutin,Completed
1398,rain,ghost_cutin,Completed
1399,snow,ghost_cutin,Completed
1400,clear,ghost_cutin,Completed
1401,cloudy,ghost_cutin,Completed
1402,rain,ghost_cutin,Completed
1403,snow,ghost_cutin,Failed -- Accident
1404,clear,ghost_cutin,Completed
1405,cloudy,ghost_cutin,Completed
1406,rain,ghost_cutin,Failed -- Accident
1407,snow,ghost_cutin,Completed
1408,clear,ghost_cutin,Completed
1409,cloudy,ghost_cutin,Completed
1410,rain,ghost_cutin,Completed
1411,snow,ghost_cutin,Completed
1412,clear,ghost_cutin,Completed
1413,cloudy,ghost_cutin,Completed
1414,rain,ghost_cutin,Completed
1415,snow,ghost_cutin,Completed
1416,clear,ghost_cutin,Completed
1417,cloudy,ghost_cutin,Completed
1418,rain,ghost_cutin,Completed
1419,snow,ghost_cutin,Completed
1420,clear,ghost_cutin,Completed
1421,cloudy,ghost_cutin,Completed
1422,rain,ghost_cutin,Failed -- Accident
1423,snow,ghost_cutin,Completed
1424,clear,ghost_cutin,Completed
1425,cloudy,ghost_cutin,Completed
1426,rain,ghost_cutin,Completed
1427,snow,ghost_cutin,Completed
1428,clear,ghost_cutin,Completed
1429,cloudy,ghost_cutin,Completed
1430,rain,ghost_cutin,Completed
1431,snow,ghost_cutin,Completed
1432,clear,ghost_cutin,Completed
1433,cloudy,ghost_cutin,Completed
1434,rain,ghost_cutin,Completed
1435,snow,ghost_cutin,Completed
1436,clear,ghost_cutin,Completed
1437,cloudy,ghost_cutin,Completed
1438,rain,ghost_cutin,Completed
1439,snow,ghost_cutin,Completed
1440,clear,ghost_cutin,Completed
1441,cloudy,ghost_cutin,Completed
1442,rain,ghost_cutin,Completed
1443,snow,ghost_cutin,Completed
1444,clear,ghost_cutin,Completed
1445,cloudy,ghost_cutin,Completed
1446,rain,ghost_cutin,Completed
1447,snow,ghost_cutin,Completed
1448,clear,ghost_cutin,Completed
1449,cloudy,ghost_cutin,Completed
1450,rain,ghost_cutin,Completed
1451,snow,ghost_cutin,Failed -- Accident
1452,clear,ghost_cutin,Completed
1453,cloudy,ghost_cutin,Completed
1454,rain,ghost_cutin,Completed
1455,snow,ghost_cutin,Completed
1456,clear,ghost_cutin,Completed
1457,cloudy,ghost_cutin,Completed
1458,rain,ghost_cutin,Completed
1459,snow,ghost_cutin,Completed
1460,clear,ghost_cutin,Completed
1461,cloudy,ghost_cutin,Completed
1462,rain,ghost_cutin,Completed
1463,snow,ghost_cutin,Failed -- Accident
1464,clear,ghost_cutin,Completed
1465,cloudy,ghost_cutin,Completed
1466,rain,ghost_cutin,Completed
1467,snow,ghost_cutin,Failed -- Simulator crashed
1468,clear,ghost_cutin,Completed
1469,cloudy,ghost_cutin,Completed
1470,rain,ghost_cutin,Completed
1471,snow,ghost_cutin,Completed
1472,clear,ghost_cutin,Completed
1473,cloudy,ghost_cutin,Completed
1474,rain,ghost_cutin,Completed
1475,snow,ghost_cutin,Failed -- Accident
1476,clear,ghost_cutin,Completed
1477,cloudy,ghost_cutin,Completed
1478,rain,ghost_cutin,Completed
1479,snow,ghost_cutin,Completed
1480,clear,ghost_cutin,Completed
1481,cloudy,ghost_cutin,Completed
1482,rain,ghost_cutin,Completed
1483,snow,ghost_cutin,Completed
1484,clear,ghost_cutin,Completed
1485,cloudy,ghost_cutin,Completed
1486,rain,ghost_cutin,Completed
1487,snow,ghost_cutin,Completed
1488,clear,ghost_cutin,Completed
1489,cloudy,ghost_cutin,Completed
1490,rain,ghost_cutin,Failed -- Accident
1491,snow,ghost_cutin,Completed
1492,clear,ghost_cutin,Completed
1493,cloudy,ghost_cutin,Completed
1494,rain,ghost_cutin,Completed
1495,snow,ghost_cutin,Completed
1496,clear,ghost_cutin,Completed
1497,cloudy,ghost_cutin,Completed
1498,rain,ghost_cutin,Completed
1499,snow,ghost_cutin,Completed
1500,clear,ghost_cutin,Completed
1501,cloudy,ghost_cutin,Failed -- Accident
1502,rain,ghost_cutin,Failed -- Accident
1503,snow,ghost_cutin,Failed -- Accident
1504,clear,ghost_cutin,Completed
1505,cloudy,ghost_cutin,Completed
1506,rain,ghost_cutin,Completed
1507,snow,ghost_cutin,Completed
1508,clear,ghost_cutin,Completed
1509,cloudy,ghost_cutin,Completed
1510,rain,ghost_cutin,Completed
1511,snow,ghost_cutin,Completed
1512,clear,ghost_cutin,Completed
1513,cloudy,ghost_cutin,Completed
1514,rain,ghost_cutin,Completed
1515,snow,ghost_cutin,Completed
1516,clear,ghost_cutin,Completed
1517,cloudy,ghost_cutin,Completed
1518,rain,ghost_cutin,Completed
