ts,agent_id,x,y,z,v
29950,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
29951,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
29952,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
29953,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
29954,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
29955,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
29956,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
29957,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
29958,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.629945699779614e-08
29959,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.504585142591795e-08
29960,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.067602623895847e-08
29961,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.351164592700373e-08
29962,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.00028582050469487503
29963,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0011570594813059168
29964,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.00048226745267621686
29965,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00013323656639489738
29966,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.497826982470771e-05
29967,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.00012727348005588086
29968,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.0001606132132613573
29969,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016934220052332083
29970,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00016395646281657222
29971,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00015249321424925567
29972,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013900722484167045
29973,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012392895524945236
29974,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00011023317804427907
29975,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.738149649700172e-05
29976,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.578849004521168e-05
29977,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.486963673321348e-05
