ts,agent_id,throttle,steer,brake
29950,0,0.8999999761581421,0.009532076306641102,0.0
29951,0,0.8999999761581421,0.00624409643933177,0.0
29952,0,0.8999999761581421,0.006682914216071367,0.0
29953,0,0.8999999761581421,0.006370863411575556,0.0
29954,0,0.8999999761581421,0.0069997552782297134,0.0
29955,0,0.8999999761581421,0.0061869011260569096,0.0
29956,0,0.8999999761581421,0.004338896367698908,0.0
29957,0,0.8999999761581421,0.005420837551355362,0.0
29958,0,0.8999999761581421,0.004853724967688322,0.0
29959,0,0.8999999761581421,0.005835772026330233,0.0
29960,0,0.8999999761581421,0.0062906378880143166,0.0
29961,0,0.8999999761581421,0.006234920118004084,0.0
29962,0,0.8999999761581421,0.006185220088809729,0.0
29963,0,0.8999999761581421,0.00580730102956295,0.0
29964,0,0.8999999761581421,0.005977932829409838,0.0
29965,0,0.8999999761581421,0.006099490914493799,0.0
29966,0,0.8999999761581421,0.005833738949149847,0.0
29967,0,0.8999999761581421,0.00531409215182066,0.0
29968,0,0.8999999761581421,0.005201319698244333,0.0
29969,0,0.8999999761581421,0.004685606807470322,0.0
29970,0,0.8999999761581421,0.004564702045172453,0.0
29971,0,0.8999999761581421,0.0045876214280724525,0.0
29972,0,0.8999999761581421,0.004558955319225788,0.0
29973,0,0.8999999761581421,0.004239313304424286,0.0
29974,0,0.8999999761581421,0.002993015106767416,0.0
29975,0,0.8999999761581421,0.0041849953122437,0.0
29976,0,0.8999999761581421,0.004056458827108145,0.0
29977,0,0.8999999761581421,0.004147347062826157,0.0
29978,0,0.8999999761581421,0.004125859588384628,0.0
29979,0,0.8999999761581421,0.0040069883689284325,0.0
29980,0,0.8999999761581421,0.004194993060082197,0.0
29981,0,0.8999999761581421,0.003958791960030794,0.0
29982,0,0.8999999761581421,0.003946209326386452,0.0
29983,0,0.8999999761581421,0.0038807757664471865,0.0
29984,0,0.8999999761581421,0.004018362145870924,0.0
29985,0,0.8999999761581421,0.0038489701692014933,0.0
29986,0,0.8999999761581421,0.0038253343664109707,0.0
29987,0,0.8999999761581421,0.0036461197305470705,0.0
29988,0,0.8999999761581421,0.00386753398925066,0.0
29989,0,0.8999999761581421,0.003867813851684332,0.0
29990,0,0.8999999761581421,0.0037082007620483637,0.0
29991,0,0.8999999761581421,0.0035123336128890514,0.0
29992,0,0.8999999761581421,0.003465948160737753,0.0
29993,0,0.8999999761581421,0.0033924796152859926,0.0
29994,0,0.8999999761581421,0.003354631830006838,0.0
