ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
27578,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
27579,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
27580,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
27581,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
27582,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
27583,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
27584,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
27585,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
27586,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
27587,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
27588,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
27589,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
27590,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
27591,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
27592,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
27593,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
27594,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
27595,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
27596,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
27597,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
27598,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
27599,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
27600,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
27601,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
27602,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
27603,0,5.581851332686023,195.56744384765625,-90.83265686035156,0.0022409819066524506
27604,0,5.581859368672208,195.56744384765625,-90.83265686035156,0.0021076963748782873
27605,0,5.581867010920091,195.56744384765625,-90.83265686035156,0.0020010375883430243
27606,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
27607,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
27608,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
27609,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
27610,0,5.581888894137341,195.56744384765625,-90.83265686035156,0.0017144393641501665
27611,0,5.581892508051992,195.56744384765625,-90.83265686035156,0.0016865539364516735
27612,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
27613,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
27614,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
27615,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
27616,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
27617,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
27618,0,5.581905921432526,195.56744384765625,-90.83265686035156,0.0015991592081263661
27619,0,5.581906771328464,195.56744384765625,-90.83265686035156,0.0015946197090670466
27620,0,5.581907470316533,195.56744384765625,-90.83265686035156,0.0015909957000985742
27621,0,5.581908044037622,195.56744384765625,-90.83265686035156,0.001588096609339118
27622,0,5.581908514439032,195.56744384765625,-90.83265686035156,0.0015857695834711194
27623,0,5.581908899371498,195.56744384765625,-90.83265686035156,0.0015839386032894254
27624,0,5.581909213320883,195.56744384765625,-90.83265686035156,0.0015824889997020364
27625,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
27626,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
27627,0,5.58190332903052,195.56744384765625,-90.83265686035156,0.0015813064528629184
27628,0,5.581903418670491,195.56744384765625,-90.83265686035156,0.0015813064528629184
27629,0,5.581903512915525,195.56744384765625,-90.83265686035156,0.0015813064528629184
27630,0,5.581903606356219,195.56744384765625,-90.83265686035156,0.0015813064528629184
27631,0,5.581903695022975,195.56744384765625,-90.83265686035156,0.0015813064528629184
27632,0,5.581903776753006,195.56744384765625,-90.83265686035156,0.0015813064528629184
27633,0,5.581903850875037,195.56744384765625,-90.83265686035156,0.0015813064528629184
27634,0,5.581903916909861,195.56744384765625,-90.83265686035156,0.0015813064528629184
27635,0,5.581903975318798,195.56744384765625,-90.83265686035156,0.0015813064528629184
27636,0,5.581904026094546,195.56744384765625,-90.83265686035156,0.0015813064528629184
27637,0,5.5819040698721105,195.56744384765625,-90.83265686035156,0.0015813064528629184
27638,0,5.581904107523169,195.56744384765625,-90.83265686035156,0.0015813064528629184
27639,0,5.58190413994218,195.56744384765625,-90.83265686035156,0.0015813064528629184
27640,0,5.581904167532778,195.56744384765625,-90.83265686035156,0.0015813064528629184
27641,0,5.581904190528102,195.56744384765625,-90.83265686035156,0.0015813064528629184
27642,0,5.581904210017552,195.56744384765625,-90.83265686035156,0.0015813064528629184
27643,0,5.581904210017552,195.56744384765625,-90.83265686035156,0.0015813064528629184
27644,0,5.581904218789548,195.56744384765625,-90.83265686035156,0.0015813064528629184
27645,0,5.581904226684702,195.56744384765625,-90.83265686035156,0.0015813064528629184
27646,0,5.5819042350081425,195.56744384765625,-90.83265686035156,0.0015813064528629184
27647,0,5.581904243117976,195.56744384765625,-90.83265686035156,0.0015813064528629184
27648,0,5.581904250778779,195.56744384765625,-90.83265686035156,0.0015813064528629184
27649,0,5.581904258225899,195.56744384765625,-90.83265686035156,0.0015813064528629184
27650,0,5.581904264795878,195.56744384765625,-90.83265686035156,0.0015813064528629184
27651,0,5.581904270724041,195.56744384765625,-90.83265686035156,0.0015813064528629184
27652,0,5.581904270724041,195.56744384765625,-90.83265686035156,0.0015813064528629184
27653,0,5.581904280590468,195.56744384765625,-90.83265686035156,0.0015813064528629184
27654,0,5.581904280590468,195.56744384765625,-90.83265686035156,0.0015813064528629184
27655,0,5.581904287824757,195.56744384765625,-90.83265686035156,0.0015813064528629184
27656,0,5.581904287824757,195.56744384765625,-90.83265686035156,0.0015813064528629184
27657,0,5.581904287824757,195.56744384765625,-90.83265686035156,0.0015813064528629184
27658,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27659,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27660,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27661,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27662,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27663,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27664,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27665,0,5.581904295273374,195.56744384765625,-90.83265686035156,0.0015813064528629184
27666,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27667,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27668,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27669,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27670,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27671,0,5.581904301181113,195.56744384765625,-90.83265686035156,0.0015813064528629184
27672,0,5.581916803408719,195.56744384765625,-90.83265686035156,0.0015813064528629184
27673,0,5.586879226761616,195.56744384765625,-90.83263397216797,0.0015820693224668503
27674,0,5.592250049249443,195.56768798828125,-90.82512664794922,0.0015269850846379995
27675,0,5.596141918835491,195.5682830810547,-90.8080062866211,0.0014392470475286245
27676,0,5.598643338461083,195.5691680908203,-90.78170776367188,0.0013419341994449496
27677,0,5.60001375935865,195.5703887939453,-90.74675750732422,0.0012477874988690019
27678,0,5.600352248990151,195.57174682617188,-90.70368957519531,0.0011639404110610485
27679,0,5.600020480285187,195.5734405517578,-90.65308380126953,0.0010935973841696978
27680,0,5.599300438399273,195.5754852294922,-90.59553527832031,0.0010380554012954235
27681,0,5.598223920854959,195.5774383544922,-90.53160858154297,0.0009969329694285989
27682,0,5.597198531842063,195.5795440673828,-90.4619140625,0.0009692382882349193
27683,0,5.596484219239232,195.58184814453125,-90.38697052001953,0.0009537124424241483
27684,0,5.596106647372538,195.5840606689453,-90.30724334716797,0.0009484481415711343
27685,0,5.596247606447085,195.58621215820312,-90.22319030761719,0.0009517669677734375
27686,0,5.597160580898914,195.5884552001953,-90.13521575927734,0.0009619140182621777
27687,0,5.598920024243817,195.5907440185547,-90.04367065429688,0.0009776306105777621
27688,0,5.601654533203074,195.59312438964844,-89.9488754272461,0.0009974288986995816
27689,0,5.605411597625324,195.5955810546875,-89.85108947753906,0.0010200118413195014
27690,0,5.610242697934737,195.59808349609375,-89.7505874633789,0.0010445022489875555
27691,0,5.616208546551216,195.6006622314453,-89.64754486083984,0.001069946214556694
27692,0,5.623327534036413,195.60330200195312,-89.54216766357422,0.0010958098573610187
27693,0,5.631569744774238,195.60598754882812,-89.43457794189453,0.0011212157551199198
27694,0,5.640931814639576,195.6087188720703,-89.32492065429688,0.0011459350353106856
27695,0,5.6514168842381745,195.6115264892578,-89.21329498291016,0.0011697387089952826
27696,0,5.663002840195543,195.61436462402344,-89.09979248046875,0.0011922453995794058
27697,0,5.6756963656643045,195.61732482910156,-88.9844970703125,0.0012133788550272584
27698,0,5.689437852535675,195.6202850341797,-88.86747741699219,0.0012331389589235187
27699,0,5.704200231567968,195.623291015625,-88.74878692626953,0.0012513732071965933
27700,0,5.719911095501292,195.62632751464844,-88.62847137451172,0.0012680815998464823
27701,0,5.736592969327944,195.62945556640625,-88.50657653808594,0.0012835311936214566
27702,0,5.754165628848937,195.63259887695312,-88.3831558227539,0.0012976074358448386
27703,0,5.772572021784764,195.6358184814453,-88.2582015991211,0.0013103485107421875
27704,0,5.791828028326948,195.63905334472656,-88.13177490234375,0.0015785216819494963
27705,0,5.8118628657183,195.642333984375,-88.00387573242188,0.0017381286015734076
27706,0,5.83269425081985,195.6456756591797,-87.87454223632812,0.0018271636217832565
27707,0,5.854259036478184,195.64907836914062,-87.7437744140625,0.0018711852608248591
27708,0,5.876545109913683,195.65249633789062,-87.61160278320312,0.001886825542896986
27709,0,5.8995168290826365,195.65597534179688,-87.47802734375,0.0018851852510124445
27710,0,5.9231366961147325,195.65948486328125,-87.34307098388672,0.001874046283774078
27711,0,5.947402641021361,195.6630401611328,-87.20674896240234,0.0018578720046207309
27712,0,5.972303582265262,195.66664123535156,-87.06905364990234,0.0018395613878965378
27713,0,5.997814599216547,195.6702880859375,-86.93000030517578,0.0018210600828751922
27714,0,6.023937099445189,195.67396545410156,-86.78961944580078,0.0018033599480986595
27715,0,6.0506215580143135,195.6776885986328,-86.64788055419922,0.0017871856689453125
27716,0,6.077880697285513,195.68145751953125,-86.50481414794922,0.0017725753132253885
27717,0,6.105677649412242,195.6852569580078,-86.36042785644531,0.0017597198020666838
27718,0,6.13399942919267,195.68910217285156,-86.21471405029297,0.0017485427670180798
27719,0,6.162799170897249,195.69296264648438,-86.06768035888672,0.001738967839628458
27720,0,6.192118905820685,195.69688415527344,-85.91934204101562,0.0017308807000517845
27721,0,6.22193571325458,195.7008514404297,-85.76971435546875,0.0017240523593500257
27722,0,6.252229579316422,195.704833984375,-85.61876678466797,0.0017182158771902323
27723,0,6.282999967138332,195.70887756347656,-85.4665298461914,0.0017134094377979636
27724,0,6.314212502373964,195.7129669189453,-85.31300354003906,0.0017094421200454235
27725,0,6.34585389553814,195.7170867919922,-85.15818786621094,0.001706199604086578
27726,0,6.377959424187776,195.72125244140625,-85.00209045410156,0.0017034148331731558
27727,0,6.410529572485882,195.7254638671875,-84.84471130371094,0.00170135498046875
27728,0,6.443512733190729,195.72970581054688,-84.68607330322266,0.0016996001359075308
27729,0,6.476919943316118,195.73397827148438,-84.52616882324219,0.0016983413370326161
27730,0,6.510750580270434,195.73828125,-84.36500549316406,0.0016973114106804132
27731,0,6.544991001274852,195.74261474609375,-84.20260620117188,0.0016964721726253629
27732,0,6.579651652789765,195.74700927734375,-84.03895568847656,0.0016961288638412952
27733,0,6.613449580809374,195.7514190673828,-83.87406158447266,0.0016958618070930243
27734,0,6.646180997091462,195.75587463378906,-83.70793914794922,0.0016955947503447533
27735,0,6.677869514676268,195.76039123535156,-83.54058074951172,0.00169567100238055
27736,0,6.708462648883102,195.76492309570312,-83.37201690673828,0.001695823622867465
27737,0,6.737990886066875,195.76950073242188,-83.2022476196289,0.001696090679615736
27738,0,6.7664075990614965,195.7740936279297,-83.03126525878906,0.0016964339883998036
