ts,agent_id,x,y,z,v
34097,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
34098,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
34099,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
34100,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
34101,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
34102,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
34103,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
34104,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
34105,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.5887730801673105e-08
34106,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.510929138566561e-08
34107,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.0783791194758834e-08
34108,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.364757005996137e-08
34109,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.00028474249185868534
34110,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0010895016967562095
34111,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004490273063812796
34112,0,192.36241149902344,-86.26263427734375,-0.028247298672795296,0.00012021977091506802
34113,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.819186511076524e-05
34114,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.00012450388040391463
34115,0,192.36241149902344,-86.26263427734375,-0.009513740427792072,0.00015467935754900138
34116,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016190877526411896
34117,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00015440268691139063
34118,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00014560010310902063
34119,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013235980385086142
34120,0,192.36244201660156,-86.26265716552734,0.013701438903808594,0.00011685821937071784
34121,0,192.36244201660156,-86.26265716552734,0.016817893832921982,0.00010580366177869043
34122,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.305623755237721e-05
34123,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.236533472179871e-05
34124,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.176939039271106e-05
34125,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.267149087207203e-05
34126,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.3741850443000994e-05
34127,0,192.36245727539062,-86.2626724243164,0.02796676568686962,4.738602191721516e-05
34128,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.144747464612849e-05
34129,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.5965910765821415e-05
34130,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.195811166394978e-05
34131,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.804281363905538e-05
34132,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.4211824696782438e-05
34133,0,192.36245727539062,-86.2626724243164,0.031874656677246094,2.0904403715515362e-05
34134,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.747792546315615e-05
34135,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.576849092225294e-05
34136,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.3476765996752133e-05
34137,0,192.36245727539062,-86.2626724243164,0.032856862992048264,1.2097609241790297e-05
34138,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.017659583412489e-05
34139,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.101841426785962e-06
34140,0,192.36245727539062,-86.2626724243164,0.033222541213035583,7.520544307984761e-06
34141,0,192.36245727539062,-86.2626724243164,0.03330310806632042,6.549585522852935e-06
34142,0,192.36245727539062,-86.2626724243164,0.033368948847055435,5.699864836007162e-06
34143,0,192.36245727539062,-86.2626724243164,0.033422622829675674,4.848289947050598e-06
34144,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.308715453936083e-06
34145,0,192.36245727539062,-86.26268005371094,0.0334714874625206,4.2577263179112665e-07
34146,0,192.36245727539062,-86.26268005371094,0.0334848016500473,3.5098088201971687e-07
34147,0,192.36245727539062,-86.26268005371094,0.03350048139691353,4.119284005462911e-07
34148,0,192.36245727539062,-86.26268005371094,0.033516958355903625,3.631414599709967e-07
34149,0,192.36245727539062,-86.26268005371094,0.0335332490503788,2.864508581806728e-07
34150,0,192.36245727539062,-86.26268005371094,0.03354869782924652,3.2605143295721535e-07
34151,0,192.36245727539062,-86.26268005371094,0.033563002943992615,3.5565288047509935e-07
34152,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.6662062685471494e-07
34153,0,192.36245727539062,-86.26268005371094,0.0335874930024147,2.1078695057475937e-07
34154,0,192.36245727539062,-86.26268005371094,0.0335976779460907,1.8919756612568533e-07
34155,0,192.36245727539062,-86.26268005371094,0.033606529235839844,1.8377158231558317e-07
34156,0,192.36245727539062,-86.26268005371094,0.033614158630371094,1.5521264577007387e-07
34157,0,192.36245727539062,-86.26268005371094,0.0336206816136837,1.1626935086370853e-07
34158,0,192.36245727539062,-86.26268005371094,0.03362632542848587,1.086924624625411e-07
34159,0,192.36245727539062,-86.26268005371094,0.033631134778261185,1.4904360077151774e-07
34160,0,192.36245727539062,-86.26268005371094,0.033635176718235016,1.2128298225347909e-07
